Symbol,Quantity,Opening Date,Opening Price $,Opening Net Amount $,Type,Closing Date,Closing Price $,Closing Net Amount $,Realized Gain $,Term,
DAL Jun 05 '20 $27 Call,50,05/26/2020,0.90,4525.82,S,05/27/2020,0.97,4823.97,298.15,Short,
DAL Jun 05 '20 $27 Call,25,05/27/2020,0.63,1587.91,S,05/27/2020,0.97,2411.99,824.08,Short,
DAL Jun 05 '20 $27 Call,2,06/01/2020,0.59,119.03,S,06/01/2020,0.65,128.96,9.93,Short,
DAL Jun 05 '20 $27 Call,25,06/01/2020,0.59,1487.91,S,06/01/2020,0.65,1612.00,124.09,Short,
DAL Jun 05 '20 $27 Call,28,06/01/2020,0.58,1638.46,S,06/01/2020,0.65,1805.44,166.99,Short,
DAL Jun 05 '20 $27 Call,9,06/01/2020,0.58,526.65,S,06/01/2020,0.65,580.32,53.67,Short,
DAL Jun 05 '20 $27 Call,23,06/01/2020,0.58,1345.88,S,06/01/2020,0.65,1483.04,137.17,Short,
DAL Jun 05 '20 $27 Call,13,06/01/2020,0.58,760.71,S,06/01/2020,0.65,838.24,77.53,Short,
DAL Jun 05 '20 $27 Call,50,05/29/2020,0.36,1825.82,S,06/01/2020,0.69,3424.00,1598.18,Short,
DAL Jun 05 '20 $27 Call,20,05/29/2020,0.35,710.33,S,06/01/2020,0.69,1369.60,659.27,Short,
DAL Jun 05 '20 $27 Call,10,05/29/2020,0.35,355.16,S,06/01/2020,0.69,684.80,329.64,Short,
DAL Jun 05 '20 $27 Call,47,05/27/2020,0.89,4207.27,S,06/01/2020,0.69,3218.56,-988.71,Short,
DAL Jun 05 '20 $27 Call,1,05/27/2020,0.89,89.52,S,06/01/2020,0.70,69.48,-20.04,Short,
DAL Jun 05 '20 $27 Call,2,05/27/2020,0.89,179.03,S,06/01/2020,0.70,138.96,-40.07,Short,
DAL Jun 05 '20 $27 Call,53,06/02/2020,0.60,3207.37,S,06/03/2020,0.71,3735.44,528.07,Short,
DAL Jun 05 '20 $27 Call,1,06/02/2020,0.48,48.52,S,06/03/2020,0.71,70.48,21.96,Short,
DAL Jun 05 '20 $27 Call,5,06/02/2020,0.48,242.58,S,06/03/2020,0.71,352.40,109.82,Short,
DAL Jun 05 '20 $27 Call,6,06/02/2020,0.48,291.10,S,06/03/2020,0.71,422.88,131.78,Short,
DAL Jun 05 '20 $27 Call,38,06/02/2020,0.60,2299.62,S,06/03/2020,0.71,2678.24,378.62,Short,
DAL Jun 05 '20 $27 Call,17,06/02/2020,0.48,824.78,S,06/03/2020,0.71,1198.16,373.38,Short,
DAL Jun 05 '20 $27 Call,6,06/02/2020,0.60,363.10,S,06/03/2020,0.71,422.88,59.78,Short,
DAL Jun 05 '20 $27 Call,1,06/02/2020,0.48,48.52,S,06/03/2020,0.72,71.48,22.96,Short,
DAL Jun 05 '20 $27 Call,3,06/02/2020,0.60,181.55,S,06/03/2020,0.72,214.44,32.89,Short,
DAL Jun 05 '20 $29 Call,1,06/03/2020,0.31,31.52,S,06/03/2020,0.42,41.48,9.96,Short,
DAL Jun 05 '20 $29 Call,27,06/03/2020,0.37,1012.94,S,06/03/2020,0.42,1119.98,107.04,Short,
DAL Jun 05 '20 $29 Call,20,06/03/2020,0.37,750.33,S,06/03/2020,0.42,829.61,79.29,Short,
DAL Jun 05 '20 $29 Call,3,06/03/2020,0.37,112.55,S,06/03/2020,0.42,124.44,11.89,Short,
DAL Jun 05 '20 $29 Call,49,06/03/2020,0.31,1544.30,S,06/03/2020,0.42,2032.55,488.25,Short,
DAL Jun 05 '20 $29 Call,18,06/03/2020,0.37,675.30,S,06/03/2020,0.42,746.65,71.36,Short,
DAL Jun 05 '20 $29 Call,11,06/03/2020,0.37,412.68,S,06/03/2020,0.42,456.29,43.61,Short,
DAL Jun 05 '20 $29 Call,4,06/03/2020,0.37,150.07,S,06/03/2020,0.42,165.92,15.86,Short,
DAL Jun 05 '20 $29 Call,28,06/03/2020,0.37,1050.46,S,06/03/2020,0.42,1161.46,111.00,Short,
DAL Jun 05 '20 $29 Call,39,06/03/2020,0.37,1463.14,S,06/03/2020,0.43,1656.75,193.61,Short,
DAL Jun 05 '20 $33 Call,1,06/04/2020,0.26,26.52,S,06/04/2020,0.40,39.48,12.96,Short,
DAL Jun 05 '20 $33 Call,99,06/04/2020,0.27,2724.12,S,06/04/2020,0.40,3908.59,1184.47,Short,
DAL Jun 05 '20 $29 Put,11,06/04/2020,0.31,346.68,S,06/04/2020,0.36,390.29,43.61,Short,
DAL Jun 05 '20 $29 Put,10,06/04/2020,0.23,235.16,S,06/04/2020,0.36,354.81,119.64,Short,
DAL Jun 05 '20 $29 Put,13,06/04/2020,0.31,409.71,S,06/04/2020,0.37,474.25,64.54,Short,
DAL Jun 05 '20 $29 Put,56,06/04/2020,0.31,1764.92,S,06/04/2020,0.37,2042.92,278.01,Short,
DAL Jun 05 '20 $29 Put,3,06/04/2020,0.31,94.55,S,06/04/2020,0.37,109.44,14.89,Short,
DAL Jun 05 '20 $29 Put,13,06/04/2020,0.31,409.71,S,06/04/2020,0.37,474.25,64.54,Short,
DAL Jun 05 '20 $29 Put,4,06/04/2020,0.31,126.07,S,06/04/2020,0.37,145.92,19.86,Short,
DAL Jun 05 '20 $29 Put,100,06/04/2020,0.25,2551.64,OX,06/06/2020,0.00,0.00,-2551.64,Short,
DAL Jun 05 '20 $29 Put,100,06/04/2020,0.08,851.64,OX,06/06/2020,0.00,0.00,-851.64,Short,
DAL Jun 12 '20 $28 Put,30,06/04/2020,0.55,1665.49,S,06/04/2020,0.61,1814.41,148.92,Short,
DAL Jun 12 '20 $28 Put,5,06/04/2020,0.55,277.58,S,06/04/2020,0.61,302.40,24.82,Short,
DAL Jun 12 '20 $28 Put,10,06/04/2020,0.55,555.16,S,06/04/2020,0.61,604.80,49.64,Short,
DAL Jun 12 '20 $28 Put,19,06/04/2020,0.55,1054.81,S,06/04/2020,0.61,1149.12,94.31,Short,
DAL Jun 12 '20 $28 Put,18,06/04/2020,0.55,999.30,S,06/04/2020,0.61,1088.64,89.35,Short,
DAL Jun 12 '20 $28 Put,4,06/04/2020,0.55,222.07,S,06/04/2020,0.61,241.92,19.86,Short,
DAL Jun 12 '20 $28 Put,14,06/04/2020,0.55,777.23,S,06/04/2020,0.61,846.72,69.49,Short,
DAL Jun 12 '20 $28 Put,100,06/04/2020,0.57,5751.64,S,06/10/2020,0.28,2748.10,-3003.54,Short,
DAL Jun 19 '20 $30 Call,28,04/28/2020,1.07,3010.46,S,04/29/2020,1.35,3765.40,754.94,Short,
DAL Jun 19 '20 $30 Call,2,04/28/2020,1.07,215.03,S,04/29/2020,1.35,268.96,53.92,Short,
DAL Jun 19 '20 $30 Call,1,04/30/2020,1.47,147.52,S,05/04/2020,0.63,62.48,-85.04,Short,
DAL Jun 19 '20 $30 Call,7,04/30/2020,1.47,1032.61,S,05/04/2020,0.63,437.36,-595.25,Short,
DAL Jun 19 '20 $30 Call,32,04/30/2020,1.47,4720.52,S,05/04/2020,0.60,1903.37,-2817.16,Short,
DAL Jun 19 '20 $30 Call,20,05/01/2020,0.98,1970.33,S,05/04/2020,0.60,1189.61,-780.72,Short,
DAL Jun 19 '20 $36 Call,7,06/10/2020,0.57,402.61,S,06/10/2020,0.76,528.36,125.74,Short,
DAL Jun 19 '20 $36 Call,6,06/10/2020,0.57,345.10,S,06/10/2020,0.76,452.88,107.78,Short,
DAL Jun 19 '20 $36 Call,14,06/10/2020,0.57,805.23,S,06/10/2020,0.75,1042.72,237.49,Short,
DAL Jun 19 '20 $36 Call,1,06/10/2020,0.57,57.52,S,06/10/2020,0.75,74.48,16.96,Short,
DAL Jun 19 '20 $36 Call,9,06/10/2020,0.57,517.65,S,06/10/2020,0.75,670.32,152.67,Short,
DAL Jun 19 '20 $36 Call,10,06/10/2020,0.57,575.16,S,06/10/2020,0.75,744.80,169.64,Short,
DAL Jun 19 '20 $36 Call,3,06/10/2020,0.57,172.55,S,06/10/2020,0.75,223.44,50.89,Short,
DAL Jun 19 '20 $36 Call,100,06/10/2020,0.61,6151.64,S,06/10/2020,0.48,4748.05,-1403.59,Short,
DAL Jun 19 '20 $32 Put,8,06/08/2020,1.00,804.13,S,06/09/2020,1.48,1179.83,375.70,Short,
DAL Jun 19 '20 $32 Put,16,06/08/2020,1.00,1608.26,S,06/09/2020,1.48,2359.65,751.39,Short,
DAL Jun 19 '20 $32 Put,4,06/08/2020,1.00,402.07,S,06/09/2020,1.48,589.91,187.85,Short,
DAL Jun 19 '20 $32 Put,1,06/08/2020,1.00,100.52,S,06/09/2020,1.48,147.48,46.96,Short,
DAL Jun 19 '20 $32 Put,1,06/08/2020,1.00,100.52,S,06/09/2020,1.48,147.48,46.96,Short,
DAL Jul 17 '20 $28 Call,50,07/17/2020,0.13,675.82,OX,07/18/2020,0.00,0.00,-675.82,Short,
DAL Jul 17 '20 $29 Call,9,07/15/2020,0.23,211.65,S,07/15/2020,0.59,526.32,314.68,Short,
DAL Jul 17 '20 $29 Call,36,07/15/2020,0.24,882.59,S,07/15/2020,0.59,2105.29,1222.70,Short,
DAL Jul 17 '20 $29 Call,5,07/15/2020,0.24,122.58,S,07/15/2020,0.59,292.40,169.82,Short,
DAL Jul 17 '20 $29 Call,50,07/15/2020,0.62,3125.82,OX,07/18/2020,0.00,0.00,-3125.82,Short,
DAL Jul 17 '20 $31 Call,40,07/06/2020,0.64,2580.66,OX,07/18/2020,0.00,0.00,-2580.66,Short,
DAL Jul 17 '20 $31 Call,40,07/10/2020,0.29,1180.66,OX,07/18/2020,0.00,0.00,-1180.66,Short,
DAL Jul 31 '20 $29 Call,60,07/24/2020,0.16,990.98,OX,08/01/2020,0.00,0.00,-990.98,Short,
DAL Jul 31 '20 $30 Call,40,07/21/2020,0.29,1180.66,S,07/23/2020,0.18,699.25,-481.41,Short,
DAL Jul 31 '20 $30 Call,20,07/22/2020,0.16,330.33,S,07/23/2020,0.18,349.62,19.30,Short,
DAL Jul 31 '20 $30 Call,20,07/23/2020,0.12,250.33,S,07/23/2020,0.18,349.62,99.30,Short,
DAL Aug 07 '20 $29 Call,50,08/05/2020,0.18,925.70,OX,08/08/2020,0.00,0.00,-925.70,Short,
DAL Aug 07 '20 $29 Call,20,08/05/2020,0.17,350.28,OX,08/08/2020,0.00,0.00,-350.28,Short,
DAL Aug 14 '20 $28 Call,1,08/03/2020,0.24,24.52,S,08/04/2020,0.47,46.48,21.97,Short,
DAL Aug 14 '20 $28 Call,16,08/03/2020,0.24,392.26,S,08/04/2020,0.47,743.73,351.47,Short,
DAL Aug 14 '20 $28 Call,3,08/03/2020,0.24,73.55,S,08/04/2020,0.47,139.45,65.90,Short,
DAL Aug 14 '20 $28 Call,5,08/03/2020,0.24,122.58,S,08/04/2020,0.33,162.42,39.83,Short,
DAL Aug 14 '20 $28 Call,9,08/03/2020,0.24,220.65,S,08/04/2020,0.33,292.35,71.70,Short,
DAL Aug 14 '20 $28 Call,6,08/03/2020,0.24,147.10,S,08/04/2020,0.33,194.90,47.80,Short,
DAL Aug 14 '20 $29 Call,20,08/07/2020,0.29,590.28,S,08/10/2020,0.78,1549.65,959.37,Short,
DAL Aug 14 '20 $29 Call,18,08/07/2020,0.29,531.25,S,08/10/2020,0.78,1394.68,863.43,Short,
DAL Aug 14 '20 $29 Call,12,08/07/2020,0.29,354.17,S,08/10/2020,0.78,929.79,575.62,Short,
DAL Aug 14 '20 $31 Call,50,08/10/2020,0.21,1075.70,S,08/10/2020,0.28,1374.17,298.48,Short,
DAL Aug 21 '20 $28 Call,20,08/05/2020,0.70,1410.28,S,08/05/2020,0.95,1889.64,479.36,Short,
DAL Aug 21 '20 $28 Call,20,08/04/2020,0.57,1150.28,S,08/05/2020,1.04,2069.64,919.36,Short,
DAL Aug 28 '20 $30 Call,28,08/24/2020,0.20,574.39,S,08/24/2020,0.68,1889.51,1315.12,Short,
DAL Aug 28 '20 $30 Call,7,08/24/2020,0.20,143.60,S,08/24/2020,0.64,444.38,300.78,Short,
DAL Aug 28 '20 $30 Call,5,08/24/2020,0.20,102.57,S,08/24/2020,0.64,317.41,214.84,Short,
DAL Aug 28 '20 $30 Call,4,08/24/2020,0.20,82.06,S,08/24/2020,0.64,253.93,171.88,Short,
DAL Aug 28 '20 $30 Call,2,08/24/2020,0.20,41.03,S,08/24/2020,0.64,126.97,85.94,Short,
DAL Aug 28 '20 $30 Call,4,08/24/2020,0.20,82.06,S,08/24/2020,0.64,253.93,171.88,Short,
DAL Aug 28 '20 $30 Call,36,08/24/2020,0.20,738.50,S,08/24/2020,0.42,1493.39,754.89,Short,
DAL Aug 28 '20 $30 Call,6,08/24/2020,0.19,117.08,S,08/24/2020,0.42,248.90,131.82,Short,
DAL Aug 28 '20 $30 Call,8,08/24/2020,0.19,156.11,S,08/24/2020,0.42,331.87,175.75,Short,
DAL Aug 28 '20 $31 Call,25,08/25/2020,0.29,737.85,S,08/27/2020,0.82,2037.06,1299.21,Short,
DAL Aug 28 '20 $31 Call,25,08/25/2020,0.29,737.85,S,08/28/2020,0.69,1712.06,974.22,Short,
DAL Aug 28 '20 $32 Call,11,08/28/2020,0.12,137.65,S,08/28/2020,0.01,5.32,-132.33,Short,
DAL Aug 28 '20 $32 Call,3,08/28/2020,0.12,37.54,S,08/28/2020,0.01,1.45,-36.09,Short,
DAL Aug 28 '20 $32 Call,9,08/28/2020,0.12,112.63,S,08/28/2020,0.01,4.36,-108.27,Short,
DAL Aug 28 '20 $32 Call,2,08/28/2020,0.12,25.03,S,08/28/2020,0.01,0.97,-24.06,Short,
DAL Aug 28 '20 $32 Call,4,08/28/2020,0.12,50.06,S,08/28/2020,0.01,1.94,-48.12,Short,
DAL Aug 28 '20 $32 Call,6,08/28/2020,0.12,75.08,S,08/28/2020,0.01,2.90,-72.18,Short,
DAL Aug 28 '20 $32 Call,1,08/28/2020,0.12,12.51,S,08/28/2020,0.01,0.48,-12.03,Short,
DAL Aug 28 '20 $32 Call,8,08/28/2020,0.12,100.11,S,08/28/2020,0.01,3.87,-96.24,Short,
DAL Aug 28 '20 $32 Call,5,08/28/2020,0.12,62.57,S,08/28/2020,0.01,2.42,-60.15,Short,
DAL Aug 28 '20 $32 Call,1,08/28/2020,0.12,12.51,S,08/28/2020,0.01,0.48,-12.03,Short,
DAL Sep 11 '20 $35 Call,100,09/08/2020,0.30,3051.39,OX,09/12/2020,0.00,0.00,-3051.39,Short,
DAL Sep 11 '20 $35 Call,1,09/08/2020,0.34,34.51,OX,09/12/2020,0.00,0.00,-34.51,Short,
DAL Sep 11 '20 $35 Call,1,09/08/2020,0.35,35.51,OX,09/12/2020,0.00,0.00,-35.51,Short,
DAL Oct 23 '20 $34 Call,2,10/22/2020,0.25,51.03,S,10/22/2020,0.38,74.97,23.94,Short,
DAL Oct 23 '20 $34 Call,4,10/22/2020,0.25,102.06,S,10/22/2020,0.38,149.93,47.88,Short,
DAL Oct 23 '20 $34 Call,6,10/22/2020,0.25,153.08,S,10/22/2020,0.38,224.90,71.82,Short,
DAL Oct 23 '20 $34 Call,4,10/22/2020,0.25,102.06,S,10/22/2020,0.38,149.93,47.88,Short,
DAL Oct 23 '20 $34 Call,1,10/22/2020,0.25,25.51,S,10/22/2020,0.38,37.48,11.97,Short,
DAL Oct 23 '20 $34 Call,1,10/22/2020,0.25,25.51,S,10/22/2020,0.38,37.48,11.97,Short,
DAL Oct 23 '20 $34 Call,2,10/22/2020,0.25,51.03,S,10/22/2020,0.38,74.97,23.94,Short,
DAL Oct 23 '20 $34 Call,19,10/22/2020,0.25,484.76,S,10/22/2020,0.38,712.18,227.42,Short,
DAL Oct 23 '20 $34 Call,1,10/22/2020,0.25,25.51,S,10/22/2020,0.38,37.48,11.97,Short,
DAL Oct 23 '20 $34 Call,3,10/22/2020,0.25,76.54,S,10/22/2020,0.38,112.45,35.91,Short,
DAL Oct 23 '20 $34 Call,7,10/22/2020,0.25,178.60,S,10/22/2020,0.38,262.38,83.79,Short,
DAL,1000,07/01/2020,28.49,28490.00,S,07/01/2020,29.51,29511.22,1021.22,Short,
DAL,1000,10/26/2020,31.86,31860.00,S,10/28/2020,29.60,29595.32,-2264.68,Short,
DBX Jul 31 '20 $23 Call,15,07/20/2020,0.42,637.75,S,07/20/2020,0.63,937.20,299.46,Short,
DBX Jul 31 '20 $23 Call,1,07/20/2020,0.42,42.52,S,07/20/2020,0.64,63.48,20.96,Short,
DBX Jul 31 '20 $23 Call,1,07/20/2020,0.42,42.52,S,07/20/2020,0.64,63.48,20.96,Short,
DBX Jul 31 '20 $23 Call,5,07/20/2020,0.42,212.58,S,07/20/2020,0.64,317.40,104.82,Short,
DBX Jul 31 '20 $23 Call,1,07/20/2020,0.42,42.52,S,07/20/2020,0.63,62.48,19.96,Short,
DBX Jul 31 '20 $23 Call,3,07/20/2020,0.42,127.55,S,07/20/2020,0.63,187.44,59.89,Short,
DBX Jul 31 '20 $23 Call,4,07/20/2020,0.42,170.07,S,07/20/2020,0.63,249.92,79.86,Short,
DBX Aug 21 '20 $26 Call,80,08/03/2020,0.43,3481.31,OX,08/22/2020,0.00,0.00,-3481.31,Short,
DBX Aug 21 '20 $28 Call,100,08/03/2020,0.19,1951.64,OX,08/22/2020,0.00,0.00,-1951.64,Short,
DBX Aug 21 '20 $28 Call,50,08/03/2020,0.17,875.82,OX,08/22/2020,0.00,0.00,-875.82,Short,
DDOG Jul 17 '20 $100 Call,10,07/07/2020,1.05,1055.16,S,07/08/2020,2.00,1994.77,939.61,Short,
DDOG Jul 31 '20 $99 Call,50,07/30/2020,0.20,1025.82,OX,08/01/2020,0.00,0.00,-1025.82,Short,
DDOG Aug 14 '20 $120 Call,10,08/03/2020,0.91,915.16,OX,08/15/2020,0.00,0.00,-915.16,Short,
DDOG Aug 14 '20 $120 Call,10,08/04/2020,0.60,605.14,OX,08/15/2020,0.00,0.00,-605.14,Short,
DDOG Oct 23 '20 $100 Put,45,10/19/2020,0.15,698.13,S,10/21/2020,0.80,3576.70,2878.58,Short,
DDOG Oct 23 '20 $100 Put,5,10/19/2020,0.15,77.57,S,10/21/2020,0.80,397.41,319.84,Short,
DDOG Oct 23 '20 $100 Put,100,10/19/2020,0.20,2051.39,S,10/21/2020,0.95,9448.20,7396.81,Short,
DIS Jun 12 '20 $125 Call,10,05/26/2020,2.17,2175.16,S,05/27/2020,2.30,2294.77,119.60,Short,
DKNG Jul 02 '20 $45 Call,30,06/23/2020,1.00,3015.49,OX,07/04/2020,0.00,0.00,-3015.49,Short,
DKNG Jul 24 '20 $40 Call,10,07/17/2020,1.08,1085.16,S,07/21/2020,0.81,804.80,-280.37,Short,
DKNG Jul 24 '20 $40 Call,2,07/21/2020,0.90,181.03,OX,07/25/2020,0.00,0.00,-181.03,Short,
DKNG Jul 24 '20 $40 Call,3,07/21/2020,0.95,286.55,OX,07/25/2020,0.00,0.00,-286.55,Short,
DKNG,120,07/01/2020,34.26,4111.20,S,07/01/2020,33.54,4024.50,-86.70,Short,
DKNG,880,07/01/2020,34.36,30236.80,S,07/01/2020,33.54,29513.03,-723.77,Short,
DOCU,200,09/21/2020,203.44,40688.00,S,09/24/2020,202.81,40561.07,-126.93,Short,
DOCU,300,09/28/2020,211.06,63318.00,S,09/29/2020,216.47,64939.51,1621.51,Short,
FB Apr 17 '20 $180 Call,3,03/12/2020,5.30,1591.55,S,03/13/2020,4.70,1408.41,-183.14,Short,
FB Apr 17 '20 $180 Call,14,03/12/2020,5.30,7427.23,S,03/13/2020,4.70,6572.60,-854.63,Short,
FB Apr 17 '20 $180 Call,11,03/12/2020,5.30,5835.68,S,03/13/2020,4.70,5164.18,-671.50,Short,
FB Apr 17 '20 $180 Call,15,03/12/2020,5.30,7957.75,S,03/13/2020,4.70,7042.07,-915.68,Short,
FB Apr 17 '20 $180 Call,7,03/12/2020,5.30,3713.61,S,03/13/2020,4.70,3286.30,-427.32,Short,
FB Apr 17 '20 $180 Call,1,03/17/2020,2.18,218.52,S,03/18/2020,1.30,129.48,-89.04,Short,
FB Apr 17 '20 $180 Call,5,03/17/2020,2.18,1092.58,S,03/18/2020,1.30,647.39,-445.19,Short,
FB Apr 17 '20 $180 Call,14,03/17/2020,2.18,3059.23,S,03/18/2020,1.30,1812.70,-1246.53,Short,
FB Apr 17 '20 $150 Put,10,03/31/2020,2.30,2305.16,OX,04/18/2020,0.00,0.00,-2305.16,Short,
FB Apr 24 '20 $170 Put,20,04/20/2020,0.99,1990.33,S,04/21/2020,4.20,8389.45,6399.12,Short,
FB Apr 24 '20 $170 Put,18,04/21/2020,3.60,6489.30,S,04/21/2020,3.61,6488.53,-0.77,Short,
FB Apr 24 '20 $170 Put,2,04/21/2020,3.60,721.03,S,04/21/2020,3.60,718.95,-2.09,Short,
FB May 22 '20 $222.50 Call,10,05/19/2020,2.36,2365.16,S,05/19/2020,2.20,2194.77,-170.40,Short,
FB May 22 '20 $232.50 Call,1,05/22/2020,0.51,51.52,S,05/22/2020,0.38,37.48,-14.04,Short,
FB May 22 '20 $232.50 Call,9,05/22/2020,0.51,463.65,S,05/22/2020,0.38,337.33,-126.32,Short,
FB May 22 '20 $232.50 Call,10,05/22/2020,0.25,255.16,S,05/22/2020,0.57,564.80,309.64,Short,
FB May 22 '20 $232.50 Call,1,05/22/2020,0.35,35.52,S,05/22/2020,0.91,90.48,54.96,Short,
FB May 22 '20 $232.50 Call,12,05/22/2020,0.35,426.20,S,05/22/2020,0.93,1109.75,683.56,Short,
FB May 22 '20 $232.50 Call,12,05/22/2020,0.35,426.20,S,05/22/2020,0.93,1109.75,683.56,Short,
FB May 22 '20 $205 Put,10,05/18/2020,1.07,1075.16,OX,05/23/2020,0.00,0.00,-1075.16,Short,
FB May 22 '20 $205 Put,10,05/19/2020,0.35,355.16,OX,05/23/2020,0.00,0.00,-355.16,Short,
FB May 29 '20 $227.50 Call,2,05/29/2020,0.23,47.03,S,05/29/2020,0.02,2.96,-44.07,Short,
FB May 29 '20 $227.50 Call,3,05/29/2020,0.23,70.55,S,05/29/2020,0.02,4.44,-66.10,Short,
FB May 29 '20 $227.50 Call,3,05/29/2020,0.36,109.55,S,05/29/2020,0.02,4.44,-105.10,Short,
FB May 29 '20 $227.50 Call,29,05/29/2020,0.24,710.98,S,05/29/2020,0.02,42.97,-668.01,Short,
FB May 29 '20 $227.50 Call,8,05/29/2020,0.24,196.13,S,05/29/2020,0.02,11.85,-184.28,Short,
FB May 29 '20 $227.50 Call,8,05/29/2020,0.23,188.13,S,05/29/2020,0.02,11.85,-176.28,Short,
FB May 29 '20 $227.50 Call,3,05/29/2020,0.24,73.55,S,05/29/2020,0.02,4.44,-69.10,Short,
FB May 29 '20 $227.50 Call,3,05/29/2020,0.24,73.55,S,05/29/2020,0.02,4.44,-69.10,Short,
FB May 29 '20 $227.50 Call,4,05/29/2020,0.24,98.07,S,05/29/2020,0.02,5.93,-92.14,Short,
FB May 29 '20 $227.50 Call,12,05/29/2020,0.25,306.20,S,05/29/2020,0.02,17.78,-288.42,Short,
FB May 29 '20 $227.50 Call,1,05/29/2020,0.25,25.52,S,05/29/2020,0.02,1.48,-24.03,Short,
FB May 29 '20 $227.50 Call,1,05/29/2020,0.25,25.52,S,05/29/2020,0.02,1.48,-24.03,Short,
FB May 29 '20 $227.50 Call,1,05/29/2020,0.25,25.52,S,05/29/2020,0.02,1.48,-24.03,Short,
FB May 29 '20 $227.50 Call,22,05/29/2020,0.36,803.36,S,05/29/2020,0.02,32.59,-770.77,Short,
FB May 29 '20 $227.50 Call,50,05/29/2020,0.54,2725.82,S,05/29/2020,0.02,74.08,-2651.74,Short,
FB May 29 '20 $222.50 Put,11,05/28/2020,0.81,896.68,S,05/28/2020,0.48,522.29,-374.39,Short,
FB May 29 '20 $222.50 Put,1,05/28/2020,0.81,81.52,S,05/28/2020,0.48,47.48,-34.04,Short,
FB May 29 '20 $222.50 Put,1,05/28/2020,0.81,81.52,S,05/28/2020,0.48,47.48,-34.04,Short,
FB May 29 '20 $222.50 Put,2,05/28/2020,0.80,161.03,S,05/28/2020,0.48,94.96,-66.07,Short,
FB May 29 '20 $222.50 Put,10,05/27/2020,1.30,1305.16,S,05/28/2020,0.80,794.80,-510.37,Short,
FB May 29 '20 $222.50 Put,1,05/27/2020,0.78,78.52,S,05/28/2020,0.80,79.48,0.96,Short,
FB May 29 '20 $222.50 Put,1,05/27/2020,0.77,77.52,S,05/28/2020,0.80,79.48,1.96,Short,
FB May 29 '20 $222.50 Put,3,05/27/2020,0.79,238.55,S,05/28/2020,0.80,238.44,-0.11,Short,
FB Jun 05 '20 $230 Call,10,06/01/2020,3.34,3345.16,S,06/01/2020,3.35,3344.74,-0.42,Short,
FB Jun 05 '20 $230 Call,10,06/02/2020,3.70,3705.16,S,06/02/2020,3.70,3694.73,-10.43,Short,
FB Jun 05 '20 $230 Call,10,06/02/2020,3.05,3055.16,S,06/02/2020,3.70,3694.73,639.57,Short,
FB Jun 12 '20 $232.50 Call,20,06/12/2020,1.16,2330.33,OX,06/13/2020,0.00,0.00,-2330.33,Short,
FB Jun 12 '20 $232.50 Call,20,06/12/2020,0.71,1430.33,OX,06/13/2020,0.00,0.00,-1430.33,Short,
FB Jun 12 '20 $232.50 Call,9,06/12/2020,0.62,562.65,OX,06/13/2020,0.00,0.00,-562.65,Short,
FB Jun 12 '20 $232.50 Call,11,06/12/2020,0.61,676.68,OX,06/13/2020,0.00,0.00,-676.68,Short,
FB Jun 26 '20 $250 Call,50,06/23/2020,1.33,6675.82,S,06/23/2020,0.85,4223.99,-2451.83,Short,
FB Jun 26 '20 $250 Call,31,06/23/2020,0.95,2961.01,S,06/23/2020,0.92,2835.87,-125.14,Short,
FB Jun 26 '20 $250 Call,8,06/23/2020,0.96,772.13,S,06/23/2020,0.92,731.84,-40.29,Short,
FB Jun 26 '20 $250 Call,8,06/23/2020,0.96,772.13,S,06/23/2020,0.92,731.84,-40.29,Short,
FB Jun 26 '20 $250 Call,3,06/23/2020,0.96,289.55,S,06/23/2020,0.92,274.44,-15.11,Short,
FB Jun 26 '20 $250 Call,10,06/19/2020,0.78,785.16,S,06/23/2020,1.50,1494.78,709.62,Short,
FB Jun 26 '20 $250 Call,10,06/19/2020,0.90,905.16,S,06/23/2020,1.50,1494.78,589.62,Short,
FB Jun 26 '20 $250 Call,30,06/19/2020,1.36,4095.49,S,06/23/2020,1.50,4484.35,388.86,Short,
FB Jun 26 '20 $215 Put,30,06/26/2020,0.45,1365.49,S,06/26/2020,0.65,1934.40,568.91,Short,
FB Jun 26 '20 $215 Put,30,06/26/2020,0.29,885.49,S,06/26/2020,0.65,1934.40,1048.91,Short,
FB Jul 02 '20 $225 Call,20,06/29/2020,1.35,2710.33,S,06/29/2020,1.60,3189.56,479.23,Short,
FB Jul 02 '20 $225 Call,4,06/29/2020,1.01,406.07,S,06/29/2020,1.51,601.91,195.85,Short,
FB Jul 02 '20 $225 Call,10,06/29/2020,1.01,1015.16,S,06/29/2020,1.51,1504.78,489.62,Short,
FB Jul 02 '20 $225 Call,3,06/29/2020,1.01,304.55,S,06/29/2020,1.51,451.43,146.89,Short,
FB Jul 02 '20 $225 Call,3,06/29/2020,1.01,304.55,S,06/29/2020,1.51,451.43,146.89,Short,
FB Jul 02 '20 $255 Call,40,06/24/2020,0.60,2420.66,S,06/25/2020,0.41,1619.23,-801.43,Short,
FB Jul 02 '20 $255 Call,20,06/24/2020,0.52,1050.33,S,06/25/2020,0.41,809.61,-240.71,Short,
FB Jul 02 '20 $255 Call,40,06/24/2020,1.37,5500.66,S,06/25/2020,0.41,1619.23,-3881.43,Short,
FB Jul 02 '20 $255 Call,50,06/25/2020,0.44,2225.82,S,06/25/2020,0.38,1874.04,-351.78,Short,
