Symbol,Quantity,Opening Date,Opening Price $,Opening Net Amount $,Type,Closing Date,Closing Price $,Closing Net Amount $,Realized Gain $,Term,
AMZN Jun 05 '20 $2490 Call,2,06/05/2020,2.96,593.03,S,06/05/2020,2.72,542.95,-50.08,Short,
AMZN Jun 05 '20 $2490 Call,3,06/05/2020,2.96,889.55,S,06/05/2020,2.72,814.43,-75.12,Short,
AMZN Jun 05 '20 $2490 Call,1,06/05/2020,2.96,296.52,S,06/05/2020,2.72,271.48,-25.04,Short,
AMZN Jun 05 '20 $2490 Call,2,06/05/2020,2.96,593.03,S,06/05/2020,2.72,542.95,-50.08,Short,
AMZN Jun 05 '20 $2490 Call,1,06/05/2020,2.96,296.52,S,06/05/2020,2.75,274.48,-22.04,Short,
AMZN Jun 05 '20 $2490 Call,1,06/05/2020,2.96,296.52,S,06/05/2020,2.75,274.48,-22.04,Short,
AMZN Jun 05 '20 $2500 Call,10,06/02/2020,10.11,10115.16,S,06/02/2020,9.30,9294.61,-820.55,Short,
AMZN Jun 05 '20 $2430 Put,9,06/04/2020,2.77,2497.65,S,06/04/2020,3.55,3190.26,692.62,Short,
AMZN Jun 05 '20 $2430 Put,9,06/04/2020,2.79,2515.65,S,06/04/2020,3.55,3190.26,674.62,Short,
AMZN Jun 05 '20 $2430 Put,1,06/04/2020,2.77,277.52,S,06/04/2020,3.58,357.47,79.96,Short,
AMZN Jun 05 '20 $2430 Put,1,06/04/2020,2.79,279.52,S,06/04/2020,3.58,357.47,77.96,Short,
AMZN Jun 05 '20 $2430 Put,2,06/04/2020,3.26,653.03,S,06/04/2020,3.25,648.95,-4.08,Short,
AMZN Jun 05 '20 $2430 Put,1,06/04/2020,3.26,326.52,S,06/04/2020,3.25,324.47,-2.04,Short,
AMZN Jun 05 '20 $2430 Put,2,06/04/2020,3.26,653.03,S,06/04/2020,3.25,648.95,-4.08,Short,
AMZN Jun 05 '20 $2430 Put,1,06/04/2020,3.26,326.52,S,06/04/2020,3.25,324.47,-2.04,Short,
AMZN Jun 05 '20 $2430 Put,1,06/04/2020,3.26,326.52,S,06/04/2020,3.25,324.47,-2.04,Short,
AMZN Jun 05 '20 $2430 Put,10,06/04/2020,3.26,3265.16,S,06/04/2020,3.25,3244.74,-20.42,Short,
AMZN Jun 05 '20 $2430 Put,1,06/04/2020,3.26,326.52,S,06/04/2020,3.25,324.47,-2.04,Short,
AMZN Jun 05 '20 $2430 Put,2,06/04/2020,3.26,653.03,S,06/04/2020,3.25,648.95,-4.08,Short,
AMZN Jun 05 '20 $2430 Put,20,06/04/2020,2.34,4690.33,S,06/04/2020,3.00,5989.50,1299.17,Short,
AMZN Jun 05 '20 $2430 Put,10,06/04/2020,4.40,4405.16,OX,06/06/2020,0.00,0.00,-4405.16,Short,
AMZN Jun 05 '20 $2450 Put,10,06/05/2020,0.53,535.16,OX,06/06/2020,0.00,0.00,-535.16,Short,
AMZN Jun 12 '20 $2550 Call,1,06/08/2020,18.00,1800.52,S,06/08/2020,16.63,1662.44,-138.07,Short,
AMZN Jun 12 '20 $2550 Call,2,06/08/2020,18.00,3601.03,S,06/08/2020,16.63,3324.89,-276.14,Short,
AMZN Jun 12 '20 $2550 Call,1,06/08/2020,18.00,1800.52,S,06/08/2020,16.65,1664.44,-136.07,Short,
AMZN Jun 12 '20 $2550 Call,1,06/08/2020,18.00,1800.52,S,06/08/2020,16.65,1664.44,-136.07,Short,
AMZN Jun 12 '20 $2550 Call,4,06/08/2020,13.65,5462.07,S,06/08/2020,17.30,6917.77,1455.71,Short,
AMZN Jun 12 '20 $2550 Call,1,06/08/2020,13.65,1365.52,S,06/08/2020,17.35,1734.44,368.93,Short,
AMZN Jun 12 '20 $2550 Call,2,06/08/2020,17.40,3481.03,S,06/08/2020,18.10,3618.88,137.85,Short,
AMZN Jun 12 '20 $2550 Call,1,06/08/2020,17.40,1740.52,S,06/08/2020,18.10,1809.44,68.93,Short,
AMZN Jun 12 '20 $2550 Call,2,06/08/2020,17.40,3481.03,S,06/08/2020,18.10,3618.88,137.85,Short,
AMZN Jun 12 '20 $2560 Call,4,06/12/2020,8.04,3218.07,S,06/12/2020,9.01,3601.85,383.78,Short,
AMZN Jun 12 '20 $2560 Call,6,06/12/2020,8.06,4839.10,S,06/12/2020,9.01,5402.77,563.67,Short,
AMZN Jun 12 '20 $2560 Call,2,06/12/2020,9.74,1949.03,S,06/12/2020,11.50,2298.91,349.88,Short,
AMZN Jun 12 '20 $2560 Call,2,06/12/2020,9.75,1951.03,S,06/12/2020,11.50,2298.91,347.88,Short,
AMZN Jun 12 '20 $2560 Call,3,06/12/2020,9.75,2926.55,S,06/12/2020,11.50,3448.37,521.82,Short,
AMZN Jun 12 '20 $2560 Call,1,06/12/2020,9.75,975.52,S,06/12/2020,11.50,1149.46,173.94,Short,
AMZN Jun 12 '20 $2560 Call,2,06/12/2020,9.75,1951.03,S,06/12/2020,11.50,2298.91,347.88,Short,
AMZN Jun 12 '20 $2560 Call,5,06/12/2020,12.43,6217.58,S,06/12/2020,13.03,6512.26,294.68,Short,
AMZN Jun 12 '20 $2560 Call,4,06/12/2020,12.56,5026.07,S,06/12/2020,13.03,5209.81,183.75,Short,
AMZN Jun 12 '20 $2560 Call,1,06/12/2020,12.43,1243.52,S,06/12/2020,13.14,1313.45,69.94,Short,
AMZN Jun 12 '20 $2570 Call,10,06/12/2020,5.15,5155.16,S,06/12/2020,5.15,5144.70,-10.46,Short,
AMZN Jun 12 '20 $2570 Call,4,06/12/2020,7.70,3082.07,S,06/12/2020,7.96,3181.86,99.79,Short,
AMZN Jun 12 '20 $2570 Call,5,06/12/2020,7.70,3852.58,S,06/12/2020,8.20,4097.32,244.74,Short,
AMZN Jun 12 '20 $2570 Call,1,06/12/2020,7.70,770.52,S,06/12/2020,8.25,824.46,53.95,Short,
AMZN Jun 12 '20 $2600 Call,1,06/12/2020,5.10,510.52,OX,06/13/2020,0.00,0.00,-510.52,Short,
AMZN Jun 12 '20 $2600 Call,9,06/12/2020,5.15,4639.65,OX,06/13/2020,0.00,0.00,-4639.65,Short,
AMZN Jun 12 '20 $2650 Call,5,06/09/2020,8.30,4152.58,S,06/09/2020,12.44,6217.27,2064.69,Short,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,8.35,835.52,S,06/09/2020,12.44,1243.45,407.94,Short,
AMZN Jun 12 '20 $2650 Call,4,06/09/2020,8.40,3362.07,S,06/09/2020,12.44,4973.82,1611.75,Short,
AMZN Jun 12 '20 $2650 Call,5,06/09/2020,19.81,9907.58,S,06/09/2020,21.40,10697.17,789.59,Short,
AMZN Jun 12 '20 $2650 Call,9,06/09/2020,15.80,14224.65,S,06/09/2020,17.00,15295.00,1070.35,Short,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,15.80,1580.52,S,06/09/2020,17.00,1699.44,118.93,Short,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,11.15,1115.52,S,06/09/2020,14.25,1424.45,308.93,Short,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,11.15,1115.52,S,06/09/2020,14.25,1424.45,308.93,Short,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,11.15,1115.52,S,06/09/2020,14.25,1424.45,308.93,Short,
AMZN Jun 12 '20 $2650 Call,3,06/09/2020,11.15,3346.55,S,06/09/2020,14.25,4273.35,926.80,Short,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,11.15,1115.52,S,06/09/2020,14.25,1424.45,308.93,Short,
AMZN Jun 12 '20 $2650 Call,3,06/09/2020,11.15,3346.55,S,06/09/2020,14.35,4303.35,956.80,Short,
AMZN Jun 12 '20 $2670 Call,9,06/11/2020,14.38,12946.65,S,06/11/2020,19.15,17229.95,4283.31,Short,
AMZN Jun 12 '20 $2670 Call,1,06/11/2020,14.39,1439.52,S,06/11/2020,19.15,1914.44,474.92,Short,
AMZN Jun 12 '20 $2540 Put,4,06/12/2020,10.86,4346.07,S,06/12/2020,15.84,6333.79,1987.72,Short,
AMZN Jun 12 '20 $2540 Put,2,06/12/2020,11.60,2321.03,S,06/12/2020,15.84,3166.89,845.86,Short,
AMZN Jun 12 '20 $2540 Put,4,06/12/2020,11.60,4642.07,S,06/12/2020,15.84,6333.79,1691.72,Short,
AMZN Jun 12 '20 $2550 Put,1,06/12/2020,10.65,1065.52,S,06/12/2020,12.65,1264.45,198.94,Short,
AMZN Jun 12 '20 $2550 Put,1,06/12/2020,10.65,1065.52,S,06/12/2020,12.65,1264.45,198.94,Short,
AMZN Jun 12 '20 $2550 Put,6,06/12/2020,10.65,6393.10,S,06/12/2020,12.65,7586.72,1193.62,Short,
AMZN Jun 12 '20 $2550 Put,1,06/12/2020,10.65,1065.52,S,06/12/2020,12.65,1264.45,198.94,Short,
AMZN Jun 12 '20 $2550 Put,1,06/12/2020,10.65,1065.52,S,06/12/2020,12.65,1264.45,198.94,Short,
AMZN Jun 12 '20 $2550 Put,2,06/12/2020,13.47,2695.03,S,06/12/2020,15.00,2998.90,303.86,Short,
AMZN Jun 12 '20 $2550 Put,8,06/12/2020,13.48,10788.13,S,06/12/2020,15.00,11995.59,1207.46,Short,
AMZN Jun 12 '20 $2570 Put,4,06/12/2020,12.03,4814.07,S,06/12/2020,19.52,7805.75,2991.69,Short,
AMZN Jun 12 '20 $2570 Put,4,06/12/2020,12.03,4814.07,S,06/12/2020,19.56,7821.75,3007.69,Short,
AMZN Jun 12 '20 $2570 Put,2,06/12/2020,12.03,2407.03,S,06/12/2020,19.72,3942.88,1535.84,Short,
AMZN Jun 19 '20 $2650 Call,2,06/15/2020,16.00,3201.03,S,06/15/2020,17.75,3548.88,347.85,Short,
AMZN Jun 19 '20 $2650 Call,2,06/15/2020,16.00,3201.03,S,06/15/2020,17.75,3548.88,347.85,Short,
AMZN Jun 19 '20 $2650 Call,1,06/15/2020,16.35,1635.52,S,06/15/2020,17.75,1774.44,138.93,Short,
AMZN Jun 19 '20 $2650 Call,1,06/15/2020,16.35,1635.52,S,06/15/2020,17.75,1774.44,138.93,Short,
AMZN Jun 19 '20 $2650 Call,1,06/15/2020,16.35,1635.52,S,06/15/2020,17.75,1774.44,138.93,Short,
AMZN Jun 19 '20 $2650 Call,1,06/15/2020,16.35,1635.52,S,06/15/2020,17.75,1774.44,138.93,Short,
AMZN Jun 19 '20 $2650 Call,2,06/15/2020,16.40,3281.03,S,06/15/2020,17.75,3548.88,267.85,Short,
AMZN Jun 26 '20 $2760 Call,5,06/26/2020,0.70,352.58,OX,06/27/2020,0.00,0.00,-352.58,Short,
AMZN Jun 26 '20 $2820 Call,5,06/24/2020,5.00,2502.58,OX,06/27/2020,0.00,0.00,-2502.58,Short,
AMZN Jun 26 '20 $2820 Call,5,06/26/2020,0.90,452.58,OX,06/27/2020,0.00,0.00,-452.58,Short,
AMZN Jul 02 '20 $2950 Call,5,07/02/2020,5.15,2577.58,S,07/02/2020,10.00,4997.30,2419.72,Short,
AMZN Jul 02 '20 $2980 Call,5,07/02/2020,10.40,5202.58,S,07/02/2020,13.00,6497.26,1294.68,Short,
AMZN Jul 02 '20 $2980 Call,1,07/02/2020,10.40,1040.52,S,07/02/2020,13.00,1299.45,258.94,Short,
AMZN Jul 02 '20 $2980 Call,1,07/02/2020,10.40,1040.52,S,07/02/2020,13.00,1299.45,258.94,Short,
AMZN Jul 02 '20 $2980 Call,3,07/02/2020,10.60,3181.55,S,07/02/2020,13.00,3898.36,716.81,Short,
AMZN Jul 17 '20 $3000 Call,1,07/17/2020,2.16,216.52,S,07/17/2020,1.08,107.48,-109.04,Short,
AMZN Jul 17 '20 $3050 Call,1,07/16/2020,17.24,1724.52,S,07/16/2020,27.68,2767.42,1042.90,Short,
AMZN Jul 17 '20 $3050 Call,1,07/16/2020,19.25,1925.52,S,07/16/2020,35.00,3499.40,1573.89,Short,
AMZN Jul 17 '20 $3100 Call,1,07/16/2020,12.80,1280.52,OX,07/18/2020,0.00,0.00,-1280.52,Short,
AMZN Jul 17 '20 $3100 Call,1,07/16/2020,11.50,1150.52,OX,07/18/2020,0.00,0.00,-1150.52,Short,
AMZN Jul 17 '20 $3100 Call,1,07/17/2020,2.79,279.52,OX,07/18/2020,0.00,0.00,-279.52,Short,
AMZN Jul 17 '20 $3300 Call,2,07/14/2020,14.55,2911.03,S,07/14/2020,16.00,3198.89,287.86,Short,
AMZN Jul 17 '20 $3300 Call,2,07/14/2020,13.21,2643.03,S,07/14/2020,13.30,2658.90,15.87,Short,
AMZN Jul 17 '20 $3300 Call,1,07/14/2020,16.91,1691.52,S,07/14/2020,16.25,1624.45,-67.07,Short,
AMZN Jul 17 '20 $3300 Call,1,07/14/2020,16.95,1695.52,S,07/14/2020,16.25,1624.45,-71.07,Short,
AMZN Jul 17 '20 $2800 Put,1,07/14/2020,8.78,878.52,S,07/14/2020,9.56,955.46,76.94,Short,
AMZN Jul 17 '20 $2800 Put,2,07/14/2020,8.77,1755.03,S,07/14/2020,9.56,1910.92,155.89,Short,
AMZN Jul 17 '20 $2800 Put,3,07/14/2020,25.00,7501.55,S,07/14/2020,15.99,4795.34,-2706.21,Short,
AMZN Jul 17 '20 $2900 Put,2,07/14/2020,21.17,4235.03,S,07/14/2020,24.17,4832.86,597.82,Short,
AMZN Jul 17 '20 $2900 Put,2,07/14/2020,27.90,5581.03,S,07/14/2020,18.74,3746.88,-1834.15,Short,
AMZN Jul 17 '20 $2900 Put,2,07/14/2020,21.14,4229.03,S,07/14/2020,30.60,6118.83,1889.80,Short,
AMZN Jul 17 '20 $2900 Put,1,07/14/2020,33.85,3385.52,S,07/14/2020,37.00,3699.40,313.88,Short,
AMZN Jul 17 '20 $2900 Put,1,07/14/2020,33.85,3385.52,S,07/14/2020,37.00,3699.40,313.88,Short,
AMZN Jul 17 '20 $2900 Put,1,07/15/2020,24.24,2424.52,S,07/15/2020,24.80,2479.43,54.91,Short,
AMZN Jul 17 '20 $2900 Put,1,07/16/2020,28.80,2880.52,S,07/16/2020,29.55,2954.42,73.90,Short,
AMZN Jul 17 '20 $3000 Put,1,07/13/2020,17.00,1700.52,S,07/13/2020,39.20,3919.39,2218.88,Short,
AMZN Jul 17 '20 $3100 Put,2,07/13/2020,22.49,4499.03,S,07/13/2020,19.00,3798.88,-700.15,Short,
AMZN Jul 24 '20 $3000 Call,1,07/24/2020,9.53,953.52,S,07/24/2020,12.00,1199.46,245.94,Short,
AMZN Jul 24 '20 $3000 Call,1,07/24/2020,5.00,500.52,S,07/24/2020,6.81,680.47,179.95,Short,
AMZN Jul 24 '20 $3100 Call,1,07/23/2020,8.50,850.52,S,07/23/2020,7.37,736.47,-114.05,Short,
AMZN Jul 24 '20 $3100 Call,1,07/23/2020,7.87,787.52,S,07/23/2020,5.50,549.47,-238.05,Short,
AMZN Jul 24 '20 $3150 Call,1,07/23/2020,9.66,966.52,S,07/23/2020,3.50,349.47,-617.04,Short,
AMZN Jul 24 '20 $3300 Call,1,07/22/2020,10.38,1038.52,OX,07/25/2020,0.00,0.00,-1038.52,Short,
AMZN Aug 07 '20 $3250 Call,1,08/04/2020,7.00,700.51,S,08/05/2020,12.05,1204.46,503.94,Short,
AMZN Aug 07 '20 $3300 Call,2,08/03/2020,10.30,2061.03,S,08/05/2020,5.02,1002.95,-1058.09,Short,
AMZN Aug 07 '20 $3300 Call,1,08/05/2020,5.75,575.51,S,08/05/2020,6.01,600.47,24.96,Short,
AMZN Aug 07 '20 $3300 Call,1,08/04/2020,5.06,506.51,S,08/05/2020,7.37,736.47,229.95,Short,
AMZN Aug 21 '20 $3400 Call,5,08/10/2020,12.60,6302.57,S,08/18/2020,20.50,10247.19,3944.62,Short,
AMZN Aug 21 '20 $3400 Call,10,08/10/2020,12.03,12035.14,S,08/18/2020,20.50,20494.39,8459.25,Short,
AMZN Aug 21 '20 $3400 Call,1,08/20/2020,2.70,270.51,S,08/20/2020,2.15,214.48,-56.03,Short,
AMZN Aug 21 '20 $3400 Call,2,08/20/2020,2.71,543.03,S,08/20/2020,2.15,428.96,-114.07,Short,
AMZN Aug 21 '20 $3400 Call,5,08/20/2020,2.70,1352.57,S,08/20/2020,2.15,1072.40,-280.17,Short,
AMZN Aug 21 '20 $3400 Call,2,08/20/2020,2.73,547.03,S,08/20/2020,2.15,428.96,-118.07,Short,
AMZN Aug 21 '20 $3400 Call,5,08/20/2020,2.72,1362.57,S,08/20/2020,2.15,1072.40,-290.17,Short,
AMZN Aug 21 '20 $3400 Call,3,08/20/2020,2.74,823.54,S,08/20/2020,2.15,643.44,-180.10,Short,
AMZN Aug 21 '20 $3400 Call,5,08/20/2020,2.75,1377.57,S,08/20/2020,2.15,1072.40,-305.17,Short,
AMZN Aug 21 '20 $3400 Call,3,08/20/2020,2.75,826.54,S,08/20/2020,2.15,643.44,-183.10,Short,
AMZN Aug 21 '20 $3400 Call,2,08/20/2020,2.75,551.03,S,08/20/2020,2.15,428.96,-122.07,Short,
AMZN Aug 21 '20 $3400 Call,1,08/20/2020,2.75,275.51,S,08/20/2020,2.15,214.48,-61.03,Short,
AMZN Aug 21 '20 $3400 Call,1,08/20/2020,2.75,275.51,S,08/20/2020,2.15,214.48,-61.03,Short,
AMZN Aug 21 '20 $3400 Call,2,08/17/2020,3.05,611.03,S,08/20/2020,3.00,598.95,-12.07,Short,
AMZN Aug 21 '20 $3400 Call,5,08/17/2020,2.90,1452.57,S,08/20/2020,3.00,1497.39,44.82,Short,
AMZN Aug 21 '20 $3400 Call,3,08/19/2020,12.60,3781.54,S,08/20/2020,3.00,898.43,-2883.11,Short,
AMZN Aug 21 '20 $3400 Call,2,08/19/2020,12.60,2521.03,S,08/20/2020,3.00,598.95,-1922.07,Short,
AMZN Aug 21 '20 $3400 Call,2,08/19/2020,8.90,1781.03,S,08/20/2020,3.00,598.95,-1182.07,Short,
AMZN Aug 21 '20 $3400 Call,2,08/11/2020,9.00,1801.03,S,08/20/2020,3.00,598.95,-1202.07,Short,
AMZN Aug 21 '20 $3400 Call,1,08/12/2020,7.25,725.51,S,08/20/2020,3.00,299.48,-426.04,Short,
AMZN Aug 21 '20 $3400 Call,1,08/17/2020,3.30,330.51,S,08/20/2020,3.00,299.48,-31.04,Short,
AMZN Aug 21 '20 $3400 Call,6,08/19/2020,4.90,2943.08,S,08/20/2020,3.00,1796.86,-1146.22,Short,
AMZN Aug 21 '20 $3400 Call,3,08/19/2020,8.90,2671.54,S,08/20/2020,3.00,898.43,-1773.11,Short,
AMZN Aug 21 '20 $3400 Call,1,08/17/2020,3.05,305.51,S,08/20/2020,3.00,299.48,-6.04,Short,
AMZN Aug 21 '20 $3400 Call,1,08/11/2020,9.00,900.51,S,08/20/2020,3.00,299.48,-601.04,Short,
AMZN Aug 21 '20 $3400 Call,1,08/12/2020,7.25,725.51,S,08/20/2020,3.00,299.48,-426.04,Short,
AMZN Aug 21 '20 $3400 Call,2,08/17/2020,3.05,611.03,S,08/20/2020,3.00,598.95,-12.07,Short,
AMZN Aug 21 '20 $3400 Call,1,08/17/2020,3.30,330.51,S,08/20/2020,3.02,301.48,-29.04,Short,
AMZN Aug 21 '20 $3400 Call,1,08/11/2020,9.00,900.51,S,08/20/2020,3.01,300.48,-600.04,Short,
AMZN Aug 21 '20 $3400 Call,1,08/17/2020,3.30,330.51,S,08/20/2020,3.01,300.48,-30.04,Short,
AMZN Aug 21 '20 $3400 Call,1,08/19/2020,4.90,490.51,S,08/20/2020,3.01,300.48,-190.04,Short,
AMZN Aug 21 '20 $3400 Call,1,08/19/2020,4.90,490.51,S,08/20/2020,3.01,300.48,-190.04,Short,
AMZN Aug 21 '20 $3400 Call,2,08/19/2020,4.90,981.03,S,08/20/2020,3.05,608.95,-372.07,Short,
AMZN Aug 21 '20 $3400 Call,1,08/11/2020,9.00,900.51,S,08/20/2020,3.05,304.48,-596.04,Short,
AMZN Aug 21 '20 $3400 Call,10,08/20/2020,2.75,2755.14,OX,08/22/2020,0.00,0.00,-2755.14,Short,
AMZN Aug 21 '20 $3400 Call,20,08/20/2020,1.75,3510.28,OX,08/22/2020,0.00,0.00,-3510.28,Short,
AMZN Aug 21 '20 $3400 Call,5,08/20/2020,2.50,1252.57,OX,08/22/2020,0.00,0.00,-1252.57,Short,
AMZN Aug 28 '20 $3500 Call,10,08/19/2020,26.00,26005.14,S,08/19/2020,12.12,12114.57,-13890.57,Short,
AMZN Aug 28 '20 $3500 Call,6,08/20/2020,11.00,6603.08,S,08/20/2020,13.00,7796.73,1193.65,Short,
AMZN Aug 28 '20 $3500 Call,4,08/20/2020,11.00,4402.06,S,08/20/2020,13.00,5197.82,795.77,Short,
AMZN Aug 28 '20 $3500 Call,5,08/20/2020,14.50,7252.57,S,08/26/2020,19.00,9497.21,2244.64,Short,
AMZN Aug 28 '20 $3500 Call,2,08/24/2020,14.00,2801.03,S,08/26/2020,20.00,3998.88,1197.85,Short,
AMZN Aug 28 '20 $3500 Call,3,08/24/2020,14.00,4201.54,S,08/26/2020,20.00,5998.32,1796.78,Short,
AMZN Aug 28 '20 $3500 Call,2,08/24/2020,8.73,1747.03,S,08/26/2020,20.00,3998.88,2251.85,Short,
AMZN Aug 28 '20 $3500 Call,2,08/24/2020,8.76,1753.03,S,08/26/2020,20.00,3998.88,2245.85,Short,
AMZN Aug 28 '20 $3500 Call,1,08/24/2020,8.81,881.51,S,08/26/2020,20.00,1999.44,1117.93,Short,
AMZN Aug 28 '20 $3500 Call,5,08/21/2020,10.50,5252.57,S,08/26/2020,21.00,10497.19,5244.62,Short,
AMZN Aug 28 '20 $3500 Call,5,08/24/2020,18.50,9252.57,S,08/26/2020,21.00,10497.19,1244.62,Short,
AMZN Aug 28 '20 $3500 Call,4,08/26/2020,12.00,4802.06,S,08/26/2020,19.14,7653.77,2851.71,Short,
AMZN Aug 28 '20 $3500 Call,1,08/26/2020,12.00,1200.51,S,08/26/2020,19.20,1919.44,718.93,Short,
AMZN Aug 28 '20 $3500 Call,5,08/20/2020,14.50,7252.57,S,08/26/2020,13.00,6497.28,-755.29,Short,
AMZN Aug 28 '20 $3500 Call,5,08/26/2020,12.00,6002.57,S,08/27/2020,5.00,2497.37,-3505.20,Short,
AMZN Aug 28 '20 $3500 Call,2,08/26/2020,12.00,2401.03,S,08/27/2020,13.00,2598.91,197.88,Short,
AMZN Aug 28 '20 $3500 Call,2,08/26/2020,12.00,2401.03,S,08/27/2020,13.00,2598.91,197.88,Short,
AMZN Aug 28 '20 $3500 Call,1,08/26/2020,12.00,1200.51,S,08/27/2020,13.00,1299.46,98.94,Short,
AMZN Aug 28 '20 $3500 Call,1,08/27/2020,4.40,440.51,S,08/27/2020,5.22,521.47,80.96,Short,
AMZN Aug 28 '20 $3500 Call,4,08/27/2020,4.51,1806.06,S,08/27/2020,5.22,2085.89,279.83,Short,
AMZN Sep 11 '20 $3300 Call,5,09/10/2020,6.23,3117.57,OX,09/12/2020,0.00,0.00,-3117.57,Short,
AMZN Sep 11 '20 $3300 Call,5,09/10/2020,4.00,2002.57,OX,09/12/2020,0.00,0.00,-2002.57,Short,
AMZN Sep 11 '20 $3300 Call,5,09/11/2020,1.43,717.57,OX,09/12/2020,0.00,0.00,-717.57,Short,
AMZN Sep 11 '20 $3350 Call,5,09/08/2020,10.90,5452.57,S,09/09/2020,19.70,9847.20,4394.63,Short,
AMZN Sep 11 '20 $3350 Call,5,09/08/2020,10.90,5452.57,S,09/09/2020,12.50,6247.28,794.71,Short,
AMZN Sep 11 '20 $3350 Call,5,09/09/2020,6.70,3352.57,S,09/09/2020,19.45,9722.21,6369.64,Short,
AMZN Sep 25 '20 $3100 Call,2,09/21/2020,10.50,2101.03,S,09/22/2020,43.28,8654.78,6553.75,Short,
AMZN Sep 25 '20 $3100 Call,2,09/21/2020,10.50,2101.03,S,09/22/2020,43.35,8668.78,6567.75,Short,
AMZN Sep 25 '20 $3150 Call,3,09/23/2020,14.00,4201.54,S,09/24/2020,12.20,3658.37,-543.17,Short,
AMZN Sep 25 '20 $3150 Call,2,09/23/2020,14.00,2801.03,OX,09/26/2020,0.00,0.00,-2801.03,Short,
AMZN Oct 02 '20 $3250 Call,5,09/28/2020,15.16,7582.57,S,09/28/2020,18.95,9472.21,1889.64,Short,
AMZN Oct 02 '20 $3250 Call,3,09/29/2020,17.16,5149.54,S,09/29/2020,20.45,6133.32,983.78,Short,
AMZN Oct 02 '20 $3250 Call,1,09/29/2020,17.25,1725.51,S,09/29/2020,20.45,2044.44,318.93,Short,
AMZN Oct 02 '20 $3250 Call,1,09/30/2020,14.45,1445.51,S,09/30/2020,17.35,1734.45,288.93,Short,
AMZN Oct 02 '20 $3250 Call,1,09/30/2020,14.44,1444.51,S,09/30/2020,17.35,1734.45,289.93,Short,
AMZN Oct 02 '20 $3250 Call,3,09/29/2020,17.20,5161.54,S,09/30/2020,17.00,5098.34,-63.20,Short,
AMZN Oct 02 '20 $3250 Call,3,09/30/2020,11.45,3436.54,S,09/30/2020,14.15,4243.36,806.82,Short,
AMZN Oct 23 '20 $3400 Call,2,10/19/2020,17.40,3481.03,OX,10/25/2020,0.00,0.00,-3481.03,Short,
AMZN Oct 23 '20 $3400 Call,1,10/20/2020,8.45,845.51,OX,10/25/2020,0.00,0.00,-845.51,Short,
AMZN Oct 30 '20 $3500 Call,2,10/23/2020,23.20,4641.03,S,10/27/2020,28.45,5688.84,1047.81,Short,
AMZN Nov 13 '20 $3450 Call,1,10/30/2020,20.30,2030.51,S,10/30/2020,14.34,1433.45,-597.06,Short,
AMZN Nov 13 '20 $3450 Call,1,10/30/2020,20.30,2030.51,S,10/30/2020,14.34,1433.45,-597.06,Short,
AMZN Nov 20 '20 $3800 Call,1,10/26/2020,29.20,2920.51,S,10/29/2020,21.00,2099.44,-821.08,Short,
AMZN Nov 20 '20 $3800 Call,4,10/26/2020,29.20,11682.06,S,10/29/2020,21.00,8397.75,-3284.30,Short,
AMZN Nov 20 '20 $3800 Call,1,10/26/2020,29.20,2920.51,S,10/30/2020,4.65,464.47,-2456.04,Short,
AMZN Nov 20 '20 $3800 Call,1,10/26/2020,29.20,2920.51,S,10/30/2020,4.65,464.47,-2456.04,Short,
AMZN Nov 20 '20 $3800 Call,3,10/26/2020,29.20,8761.54,S,10/30/2020,4.65,1393.42,-7368.12,Short,
APPN,596,12/26/2019,38.50,22946.00,S,01/09/2020,41.27,24599.20,1653.20,Short,
APPN,204,12/26/2019,38.50,7854.00,S,01/09/2020,41.34,8433.16,579.16,Short,
APPN,900,12/26/2019,38.50,34650.00,S,01/09/2020,41.34,37206.37,2556.37,Short,
APPN,300,12/26/2019,38.50,11550.00,S,01/09/2020,41.34,12402.18,852.18,Short,
ATVI Jun 19 '20 $72 Call,20,06/09/2020,1.36,2730.33,S,06/11/2020,2.93,5849.50,3119.17,Short,
ATVI Jun 26 '20 $74 Call,25,06/15/2020,1.55,3887.91,S,06/15/2020,1.74,4336.94,449.03,Short,
ATVI Jul 31 '20 $85 Call,1,07/27/2020,0.44,44.52,S,07/28/2020,0.21,20.48,-24.04,Short,
ATVI Jul 31 '20 $85 Call,1,07/27/2020,0.44,44.52,S,07/28/2020,0.21,20.48,-24.04,Short,
ATVI Jul 31 '20 $85 Call,2,07/27/2020,0.44,89.03,S,07/28/2020,0.21,40.96,-48.07,Short,
ATVI Jul 31 '20 $85 Call,1,07/27/2020,0.44,44.52,S,07/28/2020,0.21,20.48,-24.04,Short,
ATVI Jul 31 '20 $85 Call,5,07/27/2020,0.44,222.58,S,07/28/2020,0.20,97.41,-125.18,Short,
ATVI Jul 31 '20 $85 Call,9,07/27/2020,0.29,265.65,S,07/28/2020,0.20,175.33,-90.32,Short,
ATVI Jul 31 '20 $85 Call,8,07/27/2020,0.29,236.13,S,07/28/2020,0.20,155.85,-80.28,Short,
